Date,Price
2013-08-19,0.6507089111975091
2013-08-20,0.6298767867850443
2013-08-21,0.6382135050968103
2013-08-22,0.6329135960076597
2013-08-23,0.6698775604944003
2013-08-26,0.701096733012244
2013-08-27,0.7209230352618041
2013-08-28,0.7280605040716457
2013-08-29,0.7001295963171437
2013-08-30,0.6724308013694655
2013-09-02,0.6637459138474633
2013-09-03,0.7168997466101859
2013-09-04,0.6769183156347318
2013-09-05,0.6528366119267297
2013-09-06,0.6718118338846013
2013-09-09,0.6805354068744076
2013-09-10,0.647053134490029
2013-09-11,0.6379813922899862
2013-09-12,0.6011721696744621
2013-09-13,0.5628928992823847
2013-09-16,0.5795083077042109
2013-09-17,0.5675158126849649
2013-09-18,0.5718679278129171
2013-09-19,0.64542834484226
2013-09-20,0.5926226812897735
2013-09-23,0.567651211822279
2013-09-24,0.551925569159945
2013-09-25,0.5693340296717537
2013-09-26,0.5674577844832591
2013-09-27,0.5646530880674676
2013-09-30,0.5590050097680805
2013-10-01,0.5329116617342693
2013-10-02,0.5699723398905203
2013-10-03,0.5635312095011511
2013-10-04,0.5601268883343973
2013-10-07,0.5983481305247684
2013-10-08,0.5968007118126077
2013-10-09,0.5769357240952437
2013-10-10,0.573260604653862
2013-10-11,0.5385984255014606
2013-10-14,0.5400491305441113
2013-10-15,0.5220023598135362
2013-10-16,0.5391013365829127
2013-10-17,0.5728737499758216
2013-10-18,0.5702044526973442
2013-10-21,0.585001644132382
2013-10-22,0.6069943325789666
2013-10-23,0.6134161202344339
2013-10-24,0.619315654074547
2013-10-25,0.6079421265401652
2013-10-28,0.6074392154587129
2013-10-29,0.6034546122748989
2013-10-30,0.6205922745120798
2013-10-31,0.5815006092961181
2013-11-01,0.5669935588696109
2013-11-04,0.561345480570224
2013-11-05,0.5563357124896036
2013-11-06,0.5655621965608622
2013-11-07,0.5575156192576258
2013-11-08,0.5463935472639705
2013-11-11,0.5365287529739455
2013-11-12,0.511982823652295
2013-11-13,0.49291088802491356
2013-11-14,0.5020019729588581
2013-11-15,0.5004545542466972
2013-11-18,0.48788177721039094
2013-11-19,0.47940965976131067
2013-11-20,0.46623725797404236
2013-11-21,0.45614035087719307
2013-11-22,0.4565272055552332
2013-11-25,0.454012650147972
2013-11-26,0.4611114334900097
2013-11-27,0.44977659142343196
2013-11-28,0.44143987311166555
2013-11-29,0.45559875432793695
2013-12-02,0.4292152652855956
2013-12-03,0.4091181647614077
2013-12-04,0.43300644113038933
2013-12-05,0.4309754540706783
2013-12-06,0.43035648658581405
2013-12-09,0.4427938644848064
2013-12-10,0.46927406719665754
2013-12-11,0.48012534091568515
2013-12-12,0.4445733960037912
2013-12-13,0.4332772394050175
2013-12-16,0.45672063289425346
2013-12-17,0.4549604441091706
2013-12-18,0.45503781504477825
2013-12-19,0.4249018356254475
2013-12-20,0.42319967504207034
2013-12-23,0.42503723476276156
2013-12-24,0.42834484226000513
2013-12-25,0.429950289173872
2013-12-26,0.4475328342907987
2013-12-27,0.45803593879959004
2013-12-30,0.44548250449718574
2013-12-31,0.41956324106849263
2014-01-01,0.42333507417938465
2014-01-02,0.4598541557863789
2014-01-03,0.4683649587032632
2014-01-06,0.4677846766862028
2014-01-07,0.4539352792123639
2014-01-08,0.43501808545619847
2014-01-09,0.4361593067564169
2014-01-10,0.46024101046441923
2014-01-13,0.47556045571481076
2014-01-14,0.48072496566664724
2014-01-15,0.46586974602990394
2014-01-16,0.46519275034333374
2014-01-17,0.4732199849126677
2014-01-20,0.4775334145728156
2014-01-21,0.4591191318981027
2014-01-22,0.450492272577806
2014-01-23,0.4592158455676125
2014-01-24,0.4553472987872107
2014-01-27,0.44892551113174317
2014-01-28,0.43664287510396727
2014-01-29,0.4399117971334068
2014-01-30,0.4178417377512138
2014-01-31,0.4144374165844602
2014-02-03,0.4229288767674424
2014-02-04,0.4249211783593496
2014-02-05,0.45167217934582893
2014-02-06,0.4586935917522583
2014-02-07,0.4556567825296427
2014-02-10,0.46660476991818034
2014-02-11,0.46681753999110254
2014-02-12,0.4755797984487129
2014-02-13,0.4800092845122732
2014-02-14,0.5248070562293274
2014-02-17,0.5423509158784505
2014-02-18,0.5603396584073193
2014-02-19,0.5601849165361035
2014-02-20,0.5562970270217995
2014-02-21,0.5651173136811156
2014-02-24,0.5731252055165479
2014-02-25,0.5714230449331708
2014-02-26,0.5465289464012844
2014-02-27,0.5351747616008047
2014-02-28,0.5329310044681717
2014-03-03,0.5466450028046965
2014-03-04,0.5334339155496239
2014-03-05,0.5327375771291516
2014-03-06,0.543627536315983
2014-03-07,0.5235884639935009
2014-03-10,0.5097970947213679
2014-03-11,0.5142459235188304
2014-03-12,0.5297781388421441
2014-03-13,0.5330664036054857
2014-03-14,0.543995048260121
2014-03-17,0.5382309135573222
2014-03-18,0.5128339039439835
2014-03-19,0.5043037582931971
2014-03-20,0.4850383953267956
2014-03-21,0.4823304125805141
2014-03-24,0.4657343468925901
2014-03-25,0.46180777191048206
2014-03-26,0.4522524613628891
2014-03-27,0.4435095456391809
2014-03-28,0.4469332095398364
2014-03-31,0.449970018762452
2014-04-01,0.44505696435134157
2014-04-02,0.45844213621153207
2014-04-03,0.45109189732876853
2014-04-04,0.4591384746320044
2014-04-07,0.4540319928818739
2014-04-08,0.4614789454341479
2014-04-09,0.4495444786166076
2014-04-10,0.46668214085378845
2014-04-11,0.459622042979555
2014-04-14,0.45737828584692175
2014-04-15,0.4348246581171784
2014-04-16,0.43598522215129876
2014-04-17,0.43679761697518327
2014-04-18,0.4364494477649472
2014-04-21,0.4267393953461385
2014-04-22,0.42461169461691717
2014-04-23,0.4299502891738718
2014-04-24,0.4326969573879573
2014-04-25,0.44254240894408037
2014-04-28,0.4387899185670905
2014-04-29,0.43093676860287444
2014-04-30,0.41625563357124906
2014-05-01,0.4014390994023096
2014-05-02,0.424128126269367
2014-05-05,0.43670090330567346
2014-05-06,0.4379388382754019
2014-05-07,0.4290798661482813
2014-05-08,0.4144954447861664
2014-05-09,0.41116849455502047
2014-05-12,0.42619779879688213
2014-05-13,0.4314977078860327
2014-05-14,0.44615950018375616
2014-05-15,0.4356950811427689
2014-05-16,0.42341244511499276
2014-05-19,0.4279386448480629
2014-05-20,0.4229288767674426
2014-05-21,0.42319967504207057
2014-05-22,0.4348440008510803
2014-05-23,0.4258109441188418
2014-05-26,0.426120427861274
2014-05-27,0.41331553801814347
2014-05-28,0.4054237025861236
2014-05-29,0.39971759608503055
2014-05-30,0.38991082999671156
2014-06-02,0.38753167372676467
2014-06-03,0.390123600069634
2014-06-04,0.39010425733573184
2014-06-05,0.40008510802916897
2014-06-06,0.40323797365519654
2014-06-09,0.4065262384185382
2014-06-10,0.4092729066326235
